names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Beauty Salon: Special Service 2,02/13/2018 ,70.0,Romance,"There is a special hair salon to satisfy from head to toe! Hyejin, who worked at a hairdresser who is famous as a decadent place. At first, I was reluctant to be served by my body, but from the moment I actively covet the guest. Hye-jin is a winner and winner of the special know-how of the president. But the new sex machine Zhuhei begins to take over all the guests with a tireless stamina.", 미용실 특별한 서비스 2, Released, Korean,105740523.8,345465556.8,KR
The Parent Trap,07/29/1998 ,71.0,"Comedy, Family","Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",The Parent Trap, Released, English,15000000.0,92108518.0,US
One Way,12/01/2022 ,64.0,"Action, Crime, Thriller","On the run with a bag full of cash after a robbing his former crime boss - and a potentially fatal wound - Freddy slips onto a bus headed into the unrelenting California desert. With his life slipping through his fingers, Freddy is left with very few choices to survive.",One Way, Released, English,98600000.0,688313467.6,AU
Monster High: The Movie,10/06/2022 ,70.0,"Family, Fantasy, Comedy, Adventure, Music, TV Movie","Clawdeen Wolf, half human and half werewolf, has recently started attending Monster High, a school for monsters in all forms. After quickly befriending her classmates Frankie Stein and Draculaura, Clawdeen feels like she has finally found a place where she can truly be herself, or so she thinks. Soon, a devious plan to destroy Monster High threatens to reveal her real identity and Clawdeen must learn to embrace her true monster heart before it's too late.",Monster High: The Movie, Released, English,147200000.0,432006011.2,US
Furious 7,04/02/2015 ,72.0,"Action, Thriller, Crime",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Furious 7, Released, English,190000000.0,1514553486.0,AU
The Conjuring 2,06/09/2016 ,73.0,"Horror, Thriller",Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,The Conjuring 2, Released, English,40000000.0,321834351.0,AU
Overdose,11/04/2022 ,66.0,Action,"Captain Sara Bellaiche, from Toulouse Judiciary Police branch, is investigating a go-fast linked to the murder of two teenagers, an investigation led by Richard Cross, from the Paris Criminal Brigade. Forced to collaborate in order to find the murderer and stop the bloody go-fast, Sara and Richard are both thrown in a breathless race against the clock on the roads of Spain and France.",Overdose, Released, French,99400000.0,341205403.4,FR
Dragon Ball Z: Broly – The Legendary Super Saiyan,03/06/1993 ,73.0,"Animation, Science Fiction, Action","While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.", ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦, Released, Japanese,25100000.0,21658982.0,JP
Inception,07/22/2010 ,84.0,"Action, Science Fiction, Adventure","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Inception, Released, English,160000000.0,728537960.0,AU
Frozen,12/26/2013 ,72.0,"Animation, Family, Adventure, Fantasy","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Frozen, Released, English,150000000.0,1256887580.0,AU
Madagascar: A Little Wild Holiday Goose Chase,11/26/2021 ,63.0,"Animation, Comedy","Melman the Giraffe meets Hank, a goose who has been separated from his family and along with his friends, they embark on a wild goose chase around the city to reunite Hank with his merry flock.",Madagascar: A Little Wild Holiday Goose Chase, Released, English,83400000.0,191964060.4,US
God's Not Dead: A Light in Darkness,03/30/2018 ,69.0,Drama,"Pastor Dave  responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.",God's Not Dead: A Light in Darkness, Released, English,56400000.0,5728940.0,US
Top Gun,06/20/1986 ,70.0,"Romance, Drama, Action","For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",Top Gun, Released, English,15000000.0,357469522.0,AU
The Prince of Egypt,12/26/1998 ,72.0,"Adventure, Animation, Drama, Family","This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",The Prince of Egypt, Released, English,60000000.0,218613188.0,AU
The Requin,01/28/2022 ,50.0,"Thriller, Horror","A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",The Requin, Released, English,8500000.0,130493.0,US
It Chapter Two,09/05/2019 ,69.0,"Horror, Fantasy","27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",It Chapter Two, Released, English,79000000.0,473122525.0,AU
The Unholy,04/15/2021 ,67.0,"Horror, Mystery","Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",The Unholy, Released, English,10000000.0,30792024.0,AU
Cinderella,10/13/1950 ,70.0,"Family, Fantasy, Animation, Romance","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",Cinderella, Released, English,95000000.0,542351353.0,AU
Cinderella,10/13/1950 ,70.0,"Family, Fantasy, Animation, Romance","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",Cinderella, Released, English,2900000.0,263591415.0,AU
The Lord of the Rings: The Fellowship of the Ring,12/26/2001 ,84.0,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",The Lord of the Rings: The Fellowship of the Ring, Released, English,93000000.0,891216824.0,AU
The Hip Hop Nutcracker,11/25/2022 ,57.0,Music,Features Rev Run as he brings audiences on a hip-hop reimagining of The Nutcracker ballet set in NYC.,The Hip Hop Nutcracker, Released, English,92000000.0,220028554.8,US
Margaux,09/09/2022 ,68.0,"Horror, Science Fiction","As a group of seniors celebrate their final college days at a smart house, the house's highly advanced AI system, Margaux, begins to take on a deadly presence of her own. A carefree weekend of partying turns into a dystopian nightmare as they realize Margaux's plans to eliminate her tenants one way or another. Time begins to run out as the group desperately tries to survive and outsmart the smart home.",Margaux, Released, English,49000000.0,499592777.0,US
Beauty Salon: Special Service,12/29/2016 ,62.0,"Romance, Drama","A legendary beauty salon that is sure to become a regular once you go!”Sir, would you like to have a very hot service?”In order to overcome the financial difficulties of the beauty parlor,It begins to attract the male guests with the special technique that makes it from head to toe.Kurt, Firm, and ‘it’ to open the hair salon is good!", 미용실 : 특별한 서비스, Released, Korean,119700000.0,333485619.2,KR
